Manufacturer,Model,Titel,Date,Model/Type,Price,Currency,Website,Date_scraped,Type,Subtype,Group,Config,Storage,Storage Size (L),Rated Power low T [kW],Rated Power medium T [kW],Refrigerant,Mass of Refrigerant [kg],SPL indoor low Power [dBA],SPL outdoor low Power [dBA],SPL indoor high Power [dBA],SPL outdoor high Power [dBA],Bivalence temperature [°C],Tolerance temperature [°C],Max. water heating temperature [°C],Power heating rod low T [kW],Power heating rod medium T [kW],Poff [W],PTOS [W],PSB [W],PCKS [W],eta low T [%],eta medium T [%],SCOP,SEER low T,SEER medium T,P_th_h_ref [W],P_th_c_ref [W],P_el_h_ref [W],P_el_c_ref [W],COP_ref,EER_c_ref,Cluster
 Vaillant GmbH,VWL 75/8.2 AS 230V with Hydraulic station,VWL 75/8.2 AS 230V S2 + VWL 77/8.2 IS,11.12.2024,Vaillant air-to-water heat pump aroTHERM split plus VWL 75/8.2 AS & Vaillant hydraulic module 7KW VWL 77/8.2 IS,4894.43,EUR,vanwalraven (3180.37 EUR) & vanwalraven (1714.06 EUR),2025-04-02 & 2025-04-02,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,6.61,5.67,R32,"1,500 kg",42.0,48.0,42.0,48.0,-7.0,-10.0,60.0,0.83,0.94,13.0,5.0,13.0,0.0,199.0,140.0,5.06,,,5010.0,,2207.0,,2.27,,4
 Vaillant GmbH,VWL 75/8.2 AS 230V with Hydraulic station,VWL 75/8.2 AS 230V S2 + VWL 77/8.2 IS + VIH RW 300/3 BR,11.12.2024,Vaillant air-to-water heat pump aroTHERM split plus VWL 75/8.2 AS & Vaillant hydraulic module 7KW VWL 77/8.2 IS & Vaillant uniSTOR plus VIH RW 300/3 BR Wärmepumpenspeicher,7562.13,EUR,vanwalraven (3180.37 EUR) & vanwalraven (1714.06 EUR) & MANUALLY (2590.0 CHF),2025-04-02 & 2025-04-02 & 2025-03-13,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,281.0,6.61,5.67,R32,"1,500 kg",42.0,48.0,42.0,48.0,-7.0,-10.0,60.0,0.83,0.94,13.0,5.0,13.0,0.0,199.0,140.0,5.06,,,5010.0,,2207.0,,2.27,,4
 Vaillant GmbH,VWL 75/8.2 AS 230V with Hydraulic station,VWL 75/8.2 AS 230V S2 + VWL 77/8.2 IS S1,11.12.2024,Vaillant air-to-water heat pump aroTHERM split plus VWL 75/8.2 AS & Vaillant hydraulic module 7KW VWL 77/8.2 IS,4894.43,EUR,vanwalraven (3180.37 EUR) & vanwalraven (1714.06 EUR),2025-04-02 & 2025-04-02,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,6.61,5.67,R32,"1,500 kg",42.0,48.0,42.0,48.0,-7.0,-10.0,60.0,0.83,0.94,13.0,5.0,13.0,0.0,199.0,140.0,5.06,,,5010.0,,2207.0,,2.27,,4
 Vaillant GmbH,VWL 75/8.2 AS 230V with Hydraulic station,VWL 75/8.2 AS 230V S2 + VWL 77/8.2 IS S1 + VIH RW 300/3 BR,11.12.2024,Vaillant air-to-water heat pump aroTHERM split plus VWL 75/8.2 AS & Vaillant hydraulic module 7KW VWL 77/8.2 IS & Vaillant uniSTOR plus VIH RW 300/3 BR Wärmepumpenspeicher,7562.13,EUR,vanwalraven (3180.37 EUR) & vanwalraven (1714.06 EUR) & MANUALLY (2590.0 CHF),2025-04-02 & 2025-04-02 & 2025-03-13,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,381.0,6.61,5.67,R32,"1,500 kg",42.0,48.0,42.0,48.0,-7.0,-10.0,60.0,0.83,0.94,13.0,5.0,13.0,0.0,199.0,140.0,5.06,,,5010.0,,2207.0,,2.27,,4
 Vaillant GmbH,VWL 75/8.2 AS 230V with Tower,VWL 75/8.2 AS 230V + VWL 78/8.2 IS,11.12.2024,"Vaillant air-to-water heat pump aroTHERM split plus VWL 75/8.2 AS & Vaillant boiler uniTOWER Split plus VWL 78/8.2 IS, S5",6561.24,EUR,vanwalraven (3180.37 EUR) & vanwalraven (3380.87 EUR),2025-04-02 & 2025-04-02,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,190.0,6.61,5.67,R32,"1,500 kg",42.0,48.0,42.0,48.0,-7.0,-10.0,60.0,0.83,0.94,13.0,5.0,13.0,0.0,203.0,142.0,5.15,5.05,7.02,5010.0,6090.0,2207.0,2057.0,2.27,2.96,4
 Vaillant GmbH,VWL 75/8.2 AS 230V with Tower,VWL 75/8.2 AS 230V + VWL 78/8.2 IS C2,11.12.2024,"Vaillant air-to-water heat pump aroTHERM split plus VWL 75/8.2 AS & Vaillant boiler uniTOWER Split plus VWL 78/8.2 IS, S5",6561.24,EUR,vanwalraven (3180.37 EUR) & vanwalraven (3380.87 EUR),2025-04-02 & 2025-04-02,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,190.0,6.61,5.67,R32,"1,500 kg",42.0,48.0,42.0,48.0,-7.0,-10.0,60.0,0.83,0.94,13.0,5.0,13.0,0.0,190.0,135.0,4.83,4.74,6.53,5010.0,6090.0,2247.0,2100.0,2.23,2.9,4
 Vaillant GmbH,VWL 75/8.2 AS 230V with Tower,VWL 75/8.2 AS 230V + VWL 78/8.2 IS S5,11.12.2024,"Vaillant air-to-water heat pump aroTHERM split plus VWL 75/8.2 AS & Vaillant boiler uniTOWER Split plus VWL 78/8.2 IS, S5",6561.24,EUR,vanwalraven (3180.37 EUR) & vanwalraven (3380.87 EUR),2025-04-02 & 2025-04-02,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,190.0,6.61,5.67,R32,"1,500 kg",42.0,48.0,42.0,48.0,-7.0,-10.0,60.0,0.83,0.94,13.0,5.0,13.0,0.0,203.0,142.0,5.15,5.05,7.02,5010.0,6090.0,2207.0,2057.0,2.27,2.96,4
 Vaillant GmbH,VWL 75/8.2 AS 230V with Tower,VWL 75/8.2 AS 230V S2 + VWL 78/8.2 IS,11.12.2024,"Vaillant air-to-water heat pump aroTHERM split plus VWL 75/8.2 AS & Vaillant boiler uniTOWER Split plus VWL 78/8.2 IS, S5",6561.24,EUR,vanwalraven (3180.37 EUR) & vanwalraven (3380.87 EUR),2025-04-02 & 2025-04-02,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,190.0,6.61,5.67,R32,"1,500 kg",42.0,48.0,42.0,48.0,-7.0,-10.0,60.0,0.83,0.94,13.0,5.0,13.0,0.0,199.0,140.0,5.06,,,5010.0,,2207.0,,2.27,,4
 Vaillant GmbH,VWL 75/8.2 AS 230V with Tower,VWL 75/8.2 AS 230V S2 + VWL 78/8.2 IS C2,11.12.2024,"Vaillant air-to-water heat pump aroTHERM split plus VWL 75/8.2 AS & Vaillant boiler uniTOWER Split plus VWL 78/8.2 IS, S5",6561.24,EUR,vanwalraven (3180.37 EUR) & vanwalraven (3380.87 EUR),2025-04-02 & 2025-04-02,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,190.0,6.61,5.67,R32,"1,500 kg",42.0,48.0,42.0,48.0,-7.0,-10.0,60.0,0.83,0.94,13.0,5.0,13.0,0.0,187.0,133.0,4.75,,,5010.0,,2247.0,,2.23,,4
 Vaillant GmbH,VWL 75/8.2 AS 230V with Tower,VWL 75/8.2 AS 230V S2 + VWL 78/8.2 IS S5,11.12.2024,"Vaillant air-to-water heat pump aroTHERM split plus VWL 75/8.2 AS & Vaillant boiler uniTOWER Split plus VWL 78/8.2 IS, S5",6561.24,EUR,vanwalraven (3180.37 EUR) & vanwalraven (3380.87 EUR),2025-04-02 & 2025-04-02,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,190.0,6.61,5.67,R32,"1,500 kg",42.0,48.0,42.0,48.0,-7.0,-10.0,60.0,0.83,0.94,13.0,5.0,13.0,0.0,199.0,140.0,5.06,,,5010.0,,2207.0,,2.27,,4
 Viessmann Climate Solutions SE,Vitocal 2xx-S R32 06kW ,Vitocal 200-S AWB-M-E-AC 201.E06 2C,30.03.2023,Viessmann Vitocal 200-S AWB-M-E-AC 201.E06 2C (Z022686),8908.0,EUR,idealo,2025-03-14,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,6.2,6.0,R32,"1,500 kg",41.0,57.0,41.0,57.0,-7.0,-20.0,60.0,1.2,1.3,12.0,7.0,12.0,0.0,184.6,125.0,4.69,,,5350.0,,2560.0,,2.09,,4
 Viessmann Climate Solutions SE,Vitocal 2xx-S R32 06kW ,Vitocal 200-S AWB-M-E-AC 201.E06 NEV,30.03.2023,Viessmann Vitocal 200-S AWB-M-E-AC 201.E06 NEV (Z022670),7628.0,EUR,idealo,2025-03-14,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,6.2,6.0,R32,"1,500 kg",41.0,57.0,41.0,57.0,-7.0,-20.0,60.0,1.2,1.3,12.0,7.0,12.0,0.0,184.6,125.0,4.69,,,5350.0,,2560.0,,2.09,,4
 Viessmann Climate Solutions SE,Vitocal 2xx-S R32 06kW ,Vitocal 200-S AWB-M-E-AC-AF 201.E06 2C,30.03.2023,"Viessmann Vitocal 200-S Wärmepumpe, 6,0 kW, AWB-M-E-AC-AF 201.E06 2C 230V (Z022687)",9169.0,EUR,heizungsdiscount,2025-02-24,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,6.2,6.0,R32,"1,500 kg",41.0,57.0,41.0,57.0,-7.0,-20.0,60.0,1.2,1.3,12.0,7.0,12.0,0.0,184.6,125.0,4.69,,,5350.0,,2560.0,,2.09,,4
 Viessmann Climate Solutions SE,Vitocal 2xx-S R32 06kW ,Vitocal 200-S AWB-M-E-AC-AF 201.E06 NEV,30.03.2023,Viessmann Vitocal 200-S AWB-M-E-AC-AF 201.E06 NEV (Z022671),7928.0,EUR,idealo,2025-03-14,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,6.2,6.0,R32,"1,500 kg",41.0,57.0,41.0,57.0,-7.0,-20.0,60.0,1.2,1.3,12.0,7.0,12.0,0.0,184.6,125.0,4.69,,,5350.0,,2560.0,,2.09,,4
 Viessmann Climate Solutions SE,Vitocal 2xx-S R32 06kW ,Vitocal 222-S AWBT-M-E-AC 221.E06,30.03.2023,Viessmann Vitocal 222-S Split AWBT-M-E-AC 221.E06 230V (Z022720),9787.0,EUR,idealo,2025-03-14,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,210.0,6.2,6.0,R32,"1,500 kg",41.0,57.0,41.0,57.0,-7.0,-20.0,60.0,1.2,1.3,12.0,7.0,12.0,0.0,184.6,125.0,4.69,,,5350.0,,2560.0,,2.09,,4
 Viessmann Climate Solutions SE,Vitocal 2xx-S R32 06kW ,Vitocal 222-S AWBT-M-E-AC 221.E06 2C,30.03.2023,"Viessmann Vitocal 222-S Luft/Wasser-Wärmepumpe AWBT-M-E-AC-AF 221.E06 2C 6 kW Split-Ausführung, A+++ (Z022721)",9866.0,EUR,idealo,2025-03-14,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,210.0,6.2,6.0,R32,"1,500 kg",41.0,57.0,41.0,57.0,-7.0,-20.0,60.0,1.2,1.3,12.0,7.0,12.0,0.0,184.6,125.0,4.69,,,5350.0,,2560.0,,2.09,,4
 Viessmann Climate Solutions SE,Vitocal 2xx-S R32 06kW ,Vitocal 222-S AWBT-M-E-AC-AF 221.E06,30.03.2023,"Viessmann Vitocal 222-S Wärmepumpe, 6,0 kW, AWBT-M-E-AC-AF 221.E06 230V (Z022721)",10059.0,EUR,heizungsdiscount,2025-02-24,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,210.0,6.2,6.0,R32,"1,500 kg",41.0,57.0,41.0,57.0,-7.0,-20.0,60.0,1.2,1.3,12.0,7.0,12.0,0.0,184.6,125.0,4.69,,,5350.0,,2560.0,,2.09,,4
 Viessmann Climate Solutions SE,Vitocal 2xx-S R32 06kW ,Vitocal 222-S AWBT-M-E-AC-AF 221.E06 2C,30.03.2023,"Viessmann Vitocal 222-S Luft/Wasser-Wärmepumpe AWBT-M-E-AC-AF 221.E06 2C 6 kW Split-Ausführung, A+++ (Z022721)",9866.0,EUR,idealo,2025-03-14,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,210.0,6.2,6.0,R32,"1,500 kg",41.0,57.0,41.0,57.0,-7.0,-20.0,60.0,1.2,1.3,12.0,7.0,12.0,0.0,184.6,125.0,4.69,,,5350.0,,2560.0,,2.09,,4
 Viessmann Climate Solutions SE,Vitocal 2xx-S R32 06kW ,Vitocal 250-SH HAWB-M-AC 252.B06,30.03.2023,"Viessmann Vitocal 250-SH Luft/Wasser-Wärmepumpe, 6,0 kW, HAWB-M-AC 252.B06 230V (Z024777)",7309.0,EUR,heizungsdiscount,2025-02-24,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,6.2,6.0,R32,"1,500 kg",41.0,57.0,41.0,57.0,-7.0,-20.0,60.0,1.2,1.3,12.0,7.0,12.0,0.0,185.0,125.0,4.69,,,5350.0,,2560.0,,2.09,,4
 Viessmann Climate Solutions SE,Vitocal 2xx-S R32 06kW ,Vitocal 250-SH HAWB-M-AC-AF 252.B06,30.03.2023,"Viessmann Vitocal 250-SH Wärmepumpe, 6,0 kW, HAWB-M-AC-AF 252.B06 230V (Z024778)",8479.0,EUR,heizungsdiscount,2025-02-24,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,6.2,6.0,R32,"1,500 kg",41.0,57.0,41.0,57.0,-7.0,-20.0,60.0,1.2,1.3,12.0,7.0,12.0,0.0,185.0,125.0,4.69,,,5350.0,,2560.0,,2.09,,4
 Viessmann Climate Solutions SE,Vitocal 2xx-S R32 08/10kW ,Vitocal 200-S AWB-M-E-AC 201.E08 2C,30.03.2023,Viessmann Vitocal 200-S AWB-M-E-AC 201.E08 2C (Z022688),9408.0,EUR,idealo,2025-03-14,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,7.8,7.0,R32,"1,500 kg",41.0,58.0,41.0,58.0,-7.0,-10.0,60.0,1.6,1.7,21.2,16.6,21.0,0.0,193.0,130.2,4.9,,,6170.0,,2910.0,,2.12,,4
 Viessmann Climate Solutions SE,Vitocal 2xx-S R32 08/10kW ,Vitocal 200-S AWB-M-E-AC 201.E08 NEV,30.03.2023,"Viessmann Vitocal 200-S Wärmepumpe, 8,0 kW, AWB-M-E-AC 201.E08 NEV 230V (Z022672)",7209.0,EUR,heizungsdiscount,2025-02-24,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,7.8,7.0,R32,"1,500 kg",41.0,58.0,41.0,58.0,-7.0,-10.0,60.0,1.6,1.7,21.2,16.6,21.0,0.0,193.0,130.2,4.9,,,6170.0,,2910.0,,2.12,,4
 Viessmann Climate Solutions SE,Vitocal 2xx-S R32 08/10kW ,Vitocal 200-S AWB-M-E-AC 201.E10 2C,30.03.2023,Viessmann Vitocal 200-S AWB-M-E-AC-AF 201.E10 2C (Z022691),10199.0,EUR,idealo,2025-03-14,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,8.5,7.0,R32,"1,500 kg",41.0,61.0,41.0,61.0,-7.0,-10.0,60.0,1.5,1.35,24.0,14.0,19.0,0.0,195.6,128.3,4.96,,,5600.0,,3128.0,,1.79,,4
 Viessmann Climate Solutions SE,Vitocal 2xx-S R32 08/10kW ,Vitocal 200-S AWB-M-E-AC 201.E10 NEV,30.03.2023,Viessmann Vitocal 200-S AWB-M-E-AC 201.E10 NEV (Z022674),8841.0,EUR,idealo,2025-03-14,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,8.5,7.0,R32,"1,500 kg",41.0,61.0,41.0,61.0,-7.0,-10.0,60.0,1.5,1.35,24.0,14.0,19.0,0.0,195.6,128.3,4.96,,,5600.0,,3128.0,,1.79,,4
 Viessmann Climate Solutions SE,Vitocal 2xx-S R32 08/10kW ,Vitocal 200-S AWB-M-E-AC-AF 201.E08 2C,30.03.2023,Viessmann Vitocal 200-S AWB-M-E-AC-AF 201.E08 2C (Z022689),9678.0,EUR,idealo,2025-03-14,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,7.8,7.0,R32,"1,500 kg",41.0,58.0,41.0,58.0,-7.0,-10.0,60.0,1.6,1.7,21.2,16.6,21.0,0.0,193.0,130.2,4.9,,,6170.0,,2910.0,,2.12,,4
 Viessmann Climate Solutions SE,Vitocal 2xx-S R32 08/10kW ,Vitocal 200-S AWB-M-E-AC-AF 201.E08 NEV,30.03.2023,Viessmann Vitocal 200-S AWB-M-E-AC-AF 201.E08 NEV (Z022673),8438.0,EUR,idealo,2025-03-14,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,7.8,7.0,R32,"1,500 kg",41.0,58.0,41.0,58.0,-7.0,-10.0,60.0,1.6,1.7,21.2,16.6,21.0,0.0,193.0,130.2,4.9,,,6170.0,,2910.0,,2.12,,4
 Viessmann Climate Solutions SE,Vitocal 2xx-S R32 08/10kW ,Vitocal 200-S AWB-M-E-AC-AF 201.E10 2C,30.03.2023,Viessmann Vitocal 200-S AWB-M-E-AC-AF 201.E10 2C (Z022691),10199.0,EUR,idealo,2025-03-14,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,8.5,7.0,R32,"1,500 kg",41.0,61.0,41.0,61.0,-7.0,-10.0,60.0,1.5,1.35,24.0,14.0,19.0,0.0,195.6,128.3,4.96,,,5600.0,,3128.0,,1.79,,4
 Viessmann Climate Solutions SE,Vitocal 2xx-S R32 08/10kW ,Vitocal 200-S AWB-M-E-AC-AF 201.E10 NEV,30.03.2023,Viessmann Vitocal 200-S AWB-M-E-AC-AF 201.E10 NEV (Z022675),9278.0,EUR,idealo,2025-03-14,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,8.5,7.0,R32,"1,500 kg",41.0,61.0,41.0,61.0,-7.0,-10.0,60.0,1.5,1.35,24.0,14.0,19.0,0.0,195.6,128.3,4.96,,,5600.0,,3128.0,,1.79,,4
 Viessmann Climate Solutions SE,Vitocal 2xx-S R32 08/10kW ,Vitocal 222-S AWBT-M-E-AC 221.E08,30.03.2023,Viessmann Vitocal 222-S Split AWBT-M-E-AC 221.E08 230V (Z022722),10293.0,EUR,idealo,2025-03-14,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,210.0,7.8,7.0,R32,"1,500 kg",41.0,58.0,41.0,58.0,-7.0,-10.0,60.0,1.6,1.7,21.2,16.6,21.0,0.0,193.0,130.2,4.9,,,6170.0,,2910.0,,2.12,,4
 Viessmann Climate Solutions SE,Vitocal 2xx-S R32 08/10kW ,Vitocal 222-S AWBT-M-E-AC 221.E08 2C,30.03.2023,Viessmann Vitocal 222-S Split AWBT-M-E-AC 221.E08 2C 230V (Z022738),11548.0,EUR,idealo,2025-03-14,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,210.0,7.8,7.0,R32,"1,500 kg",41.0,58.0,41.0,58.0,-7.0,-10.0,60.0,1.6,1.7,21.2,16.6,21.0,0.0,193.0,130.2,4.9,,,6170.0,,2910.0,,2.12,,4
 Viessmann Climate Solutions SE,Vitocal 2xx-S R32 08/10kW ,Vitocal 222-S AWBT-M-E-AC 221.E10,30.03.2023,Viessmann Vitocal 222-S Split AWBT-M-E-AC 221.E10 230V (Z022724),11148.0,EUR,idealo,2025-03-14,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,210.0,8.5,7.0,R32,"1,500 kg",41.0,61.0,41.0,61.0,-7.0,-10.0,60.0,1.5,1.35,24.0,14.0,19.0,0.0,195.6,128.3,4.96,,,5600.0,,3128.0,,1.79,,4
 Viessmann Climate Solutions SE,Vitocal 2xx-S R32 08/10kW ,Vitocal 222-S AWBT-M-E-AC 221.E10 2C,30.03.2023,Viessmann Vitocal 222-S Split AWBT-M-E-AC 221.E10 2C 230V (Z022740),12388.0,EUR,idealo,2025-03-14,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,210.0,8.5,7.0,R32,"1,500 kg",41.0,61.0,41.0,61.0,-7.0,-10.0,60.0,1.5,1.35,24.0,14.0,19.0,0.0,195.6,128.3,4.96,,,5600.0,,3128.0,,1.79,,4
 Viessmann Climate Solutions SE,Vitocal 2xx-S R32 08/10kW ,Vitocal 222-S AWBT-M-E-AC-AF 221.E08,30.03.2023,"Viessmann Vitocal 222-S Wärmepumpe, 8,0 kW, AWBT-M-E-AC-AF 221.E08 230V (Z022723)",10569.0,EUR,heizungsdiscount,2025-02-24,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,210.0,7.8,7.0,R32,"1,500 kg",41.0,58.0,41.0,58.0,-7.0,-10.0,60.0,1.6,1.7,21.2,16.6,21.0,0.0,193.0,130.2,4.9,,,6170.0,,2910.0,,2.12,,4
 Viessmann Climate Solutions SE,Vitocal 2xx-S R32 08/10kW ,Vitocal 222-S AWBT-M-E-AC-AF 221.E08 2C,30.03.2023,"Viessmann Vitocal 222-S Wärmepumpe, 8,0 kW, AWBT-M-E-AC-AF 221.E08 2C 230V (Z022739)",11809.0,EUR,heizungsdiscount,2025-02-24,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,210.0,7.8,7.0,R32,"1,500 kg",41.0,58.0,41.0,58.0,-7.0,-10.0,60.0,1.6,1.7,21.2,16.6,21.0,0.0,193.0,130.2,4.9,,,6170.0,,2910.0,,2.12,,4
 Viessmann Climate Solutions SE,Vitocal 2xx-S R32 08/10kW ,Vitocal 222-S AWBT-M-E-AC-AF 221.E10,30.03.2023,"Viessmann Vitocal 222-S Wärmepumpe, 10,0 kW, AWBT-M-E-AC-AF 221.E10 230V (Z022725)",11419.0,EUR,heizungsdiscount,2025-02-24,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,210.0,8.5,7.0,R32,"1,500 kg",41.0,61.0,41.0,61.0,-7.0,-10.0,60.0,1.5,1.35,24.0,14.0,19.0,0.0,195.6,128.3,4.96,,,5600.0,,3128.0,,1.79,,4
 Viessmann Climate Solutions SE,Vitocal 2xx-S R32 08/10kW ,Vitocal 250-SH HAWB-M-AC 252.B08,30.03.2023,"Viessmann Vitocal 250-SH Luft/Wasser-Wärmepumpe HAWB-M-AC 252.B08 8,0 kW Split-Ausführung, A++ (Z024779)",8718.0,EUR,idealo,2025-03-14,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,7.8,7.0,R32,"1,500 kg",41.0,58.0,41.0,58.0,-7.0,-10.0,60.0,1.6,1.7,21.2,16.6,21.0,0.0,193.0,130.2,4.9,,,6170.0,,2910.0,,2.12,,4
 Viessmann Climate Solutions SE,Vitocal 2xx-S R32 08/10kW ,Vitocal 250-SH HAWB-M-AC 252.B10,30.03.2023,"Viessmann Vitocal 250-SH Luft/Wasser-Wärmepumpe, 10,0 kW, HAWB-M-AC 252.B10 230V (Z024781)",8498.0,EUR,heizungsdiscount,2025-02-24,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,8.5,7.0,R32,"1,500 kg",41.0,61.0,41.0,61.0,-7.0,-10.0,60.0,1.5,1.35,24.0,14.0,19.0,0.0,195.6,128.3,4.96,,,5600.0,,3128.0,,1.79,,4
 Viessmann Climate Solutions SE,Vitocal 2xx-S R32 08/10kW ,Vitocal 250-SH HAWB-M-AC-AF 252.B08,30.03.2023,"Viessmann Vitocal 250-SH Luft/Wasser-Wärmepumpe HAWB-M-AC-AF 252.B08 8,0 kW Split-Ausführung, A++ (Z024780)",8988.0,EUR,idealo,2025-03-14,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,7.8,7.0,R32,"1,500 kg",41.0,58.0,41.0,58.0,-7.0,-10.0,60.0,1.6,1.7,21.2,16.6,21.0,0.0,193.0,130.2,4.9,,,6170.0,,2910.0,,2.12,,4
 Viessmann Climate Solutions SE,Vitocal 2xx-S R32 08/10kW ,Vitocal 250-SH HAWB-M-AC-AF 252.B10,30.03.2023,"Viessmann Vitocal 250-SH Luft/Wasser-Wärmepumpe HAWB-M-AC-AF 252.B10 10,0 kW Split-Ausführung, A++ (Z024782)",9828.0,EUR,idealo,2025-03-14,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,8.5,7.0,R32,"1,500 kg",41.0,61.0,41.0,61.0,-7.0,-10.0,60.0,1.5,1.35,24.0,14.0,19.0,0.0,195.6,128.3,4.96,,,5600.0,,3128.0,,1.79,,4
 Viessmann Climate Solutions SE,Vitocal x5x-A z4,Vitocal 150-A AWO-E-AC 151.A10,15.12.2021,Viessmann Vitocal 150-A Typ AWO-E-AC 151.A10 400V (Z023209),9649.0,EUR,idealo,2025-03-14,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,0.0,9.8,9.37,R290,"2,000 kg",40.0,56.0,40.0,56.0,-7.0,-10.0,70.0,1.9,1.87,0.0,14.0,16.0,0.0,190.0,145.0,4.83,,,8300.0,,3458.0,,2.4,,3
 Viessmann Climate Solutions SE,Vitocal x5x-A z4,Vitocal 150-A AWO-E-AC 151.A13,15.12.2021,Viessmann Vitocal 150-A Typ AWO-E-AC 151.A13 400V (Z023210),10293.0,EUR,idealo,2025-03-14,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,0.0,12.42,12.1,R290,"2,000 kg",40.0,56.0,40.0,56.0,-7.0,-10.0,70.0,2.32,2.4,0.0,14.0,16.0,0.0,178.0,141.0,4.53,,,10700.0,,4652.0,,2.3,,2
 Viessmann Climate Solutions SE,Vitocal x5x-A z4,Vitocal 150-A AWO-E-AC-AF 151.A10,15.12.2021,Viessmann Vitocal 150-A Typ AWO-E-AC-AF 151.A10 400V mit integrierter Begleitheizung (Z023215),9766.0,EUR,idealo,2025-03-14,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,0.0,9.8,9.37,R290,"2,000 kg",40.0,56.0,40.0,56.0,-7.0,-10.0,70.0,1.9,1.87,0.0,14.0,16.0,0.0,190.0,145.0,4.83,,,8300.0,,3458.0,,2.4,,3
 Viessmann Climate Solutions SE,Vitocal x5x-A z4,Vitocal 150-A AWO-E-AC-AF 151.A13,15.12.2021,Viessmann Vitocal 150-A Typ AWO-E-AC-AF 151.A13 400V mit integrierter Begleitheizung (Z023216),10409.0,EUR,idealo,2025-03-14,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,0.0,12.42,12.1,R290,"2,000 kg",40.0,56.0,40.0,56.0,-7.0,-10.0,70.0,2.32,2.4,0.0,14.0,16.0,0.0,178.0,141.0,4.53,,,10700.0,,4652.0,,2.3,,2
 Viessmann Climate Solutions SE,Vitocal x5x-A z4,Vitocal 150-A AWO-M-E-AC 151.A10,15.12.2021,Viessmann Vitocal 150-A Typ AWO-M-E-AC-AF 151.A10 230V mit integrierter Begleitheizung (Z023212),9635.0,EUR,idealo,2025-03-14,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,0.0,9.8,9.37,R290,"2,000 kg",40.0,56.0,40.0,56.0,-7.0,-10.0,70.0,1.9,1.87,0.0,14.0,16.0,0.0,190.0,145.0,4.83,,,8300.0,,3458.0,,2.4,,3
 Viessmann Climate Solutions SE,Vitocal x5x-A z4,Vitocal 150-A AWO-M-E-AC-AF 151.A10,15.12.2021,Viessmann Vitocal 150-A Typ AWO-M-E-AC-AF 151.A10 230V mit integrierter Begleitheizung (Z023212),9635.0,EUR,idealo,2025-03-14,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,0.0,9.8,9.37,R290,"2,000 kg",40.0,56.0,40.0,56.0,-7.0,-10.0,70.0,1.9,1.87,0.0,14.0,16.0,0.0,190.0,145.0,4.83,,,8300.0,,3458.0,,2.4,,3
