Manufacturer,Model,Titel,Date,Model/Type,Price,Currency,Website,Date_scraped,Type,Subtype,Group,Config,Storage,Storage Size (L),Rated Power low T [kW],Rated Power medium T [kW],Refrigerant,Mass of Refrigerant [kg],SPL indoor low Power [dBA],SPL outdoor low Power [dBA],SPL indoor high Power [dBA],SPL outdoor high Power [dBA],Bivalence temperature [°C],Tolerance temperature [°C],Max. water heating temperature [°C],Power heating rod low T [kW],Power heating rod medium T [kW],Poff [W],PTOS [W],PSB [W],PCKS [W],eta low T [%],eta medium T [%],SCOP,SEER low T,SEER medium T,P_th_h_ref [W],P_th_c_ref [W],P_el_h_ref [W],P_el_c_ref [W],COP_ref,EER_c_ref,Cluster
 TOSHIBA AIR CONDITIONING,ESTIA HWT-401/601 AIO s2,HWT-401HW-E / HWT-602S21SM3W-E,06.06.2023,HWT-401HW-E + HWT-602S21SM3W-E,6147.6,EUR,MANUALLY,2025-05-02,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,210.0,5.0,5.0,R32,"0,900 kg",40.0,65.0,40.0,65.0,-7.0,-10.0,55.0,1.0,1.5,8.0,40.0,8.0,8.0,178.0,135.0,4.53,,,4000.0,,1835.0,,2.18,,4
 TOSHIBA AIR CONDITIONING,ESTIA HWT-401/601 AIO s2,HWT-601HW-E / HWT-602S21SM3W-E,06.06.2023,HWT-601HW-E + HWT-602S21SM3W-E,6327.6,EUR,MANUALLY,2025-05-02,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,210.0,6.0,6.0,R32,"0,900 kg",40.0,65.0,40.0,65.0,-7.0,-10.0,55.0,0.9,1.5,8.0,40.0,8.0,8.0,180.0,132.0,4.58,,,5000.0,,2381.0,,2.1,,4
 TOSHIBA AIR CONDITIONING,ESTIA HWT-801/1101,HWT-1101HRW-E / HWT-1101XWHM3W-E,21.12.2021,HWT-1101HRW-E / HWT-1101XWHM3W-E,6250.0,EUR,MANUALLY,2025-05-02,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,8.93,8.27,R32,"1,250 kg",40.0,65.0,40.0,65.0,-7.0,-10.0,65.0,1.23,1.57,7.0,49.0,7.0,0.0,179.0,142.0,4.55,,,7300.0,,3443.0,,2.12,,2
 TOSHIBA AIR CONDITIONING,ESTIA HWT-801/1101,HWT-1101HW-E / HWT-1101XWHM3W-E,21.12.2021,HWT-1101HW-E + HWT-1101XWHM3W-E,5282.4,EUR,MANUALLY,2025-05-02,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,8.93,8.27,R32,"1,250 kg",40.0,65.0,40.0,65.0,-7.0,-10.0,65.0,1.23,1.57,7.0,49.0,7.0,0.0,179.0,142.0,4.55,,,7300.0,,3443.0,,2.12,,2
 TOSHIBA AIR CONDITIONING,ESTIA HWT-801/1101,HWT-1101HW-E / HWT-1101XWHT6W-E,21.12.2021,Toshiba Wärmepumpen Set ESTIA HWT-1101HW-E + HWT-1101XWHT6W-E 11 kW Heizstab 6 kW IG:400V - AG: 230V,7699.0,EUR,breeze24,2025-03-03,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,8.93,8.27,R32,"1,250 kg",40.0,65.0,40.0,65.0,-7.0,-10.0,65.0,1.23,1.57,7.0,49.0,7.0,0.0,179.0,142.0,4.55,,,7300.0,,3443.0,,2.12,,2
 TOSHIBA AIR CONDITIONING,ESTIA HWT-801/1101,HWT-1101HW-E / HWT-1101XWHT9W-E,21.12.2021,Toshiba Wärmepumpen Set ESTIA HWT-1101HW-E + HWT-1101XWHT9W-E 11 kW Heizstab 9 kW IG: 400V - AG:230V,7789.0,EUR,breeze24,2025-03-03,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,8.93,8.27,R32,"1,250 kg",40.0,65.0,40.0,65.0,-7.0,-10.0,65.0,1.23,1.57,7.0,49.0,7.0,0.0,179.0,142.0,4.55,,,7300.0,,3443.0,,2.12,,2
 TOSHIBA AIR CONDITIONING,ESTIA HWT-801/1101,HWT-801HRW-E / HWT-1101XWHM3W-E,21.12.2021,HWT-801HRW-E / HWT-1101XWHM3W-E,5090.0,EUR,MANUALLY,2025-05-02,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,8.18,8.12,R32,"1,250 kg",40.0,65.0,40.0,65.0,-7.0,-10.0,65.0,1.38,1.42,7.0,49.0,7.0,0.0,182.0,142.0,4.63,,,7300.0,,3443.0,,2.12,,2
 TOSHIBA AIR CONDITIONING,ESTIA HWT-801/1101,HWT-801HW-E / HWT-1101XWHM3W-E,21.12.2021,HWT-801HW-E + HWT-1101XWHM3W-E,4964.4,EUR,MANUALLY,2025-05-02,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,8.18,8.12,R32,"1,250 kg",40.0,65.0,40.0,65.0,-7.0,-10.0,65.0,1.38,1.42,7.0,49.0,7.0,0.0,182.0,142.0,4.63,,,7300.0,,3443.0,,2.12,,2
 TOSHIBA AIR CONDITIONING,ESTIA HWT-801/1101,HWT-801HW-E / HWT-1101XWHT6W-E,21.12.2021,"Toshiba Wärmepumpen Set ESTIA HWT-801HW-E + HWT-1101XWHT6W-E 8,0 kW Heizstab 6 kW IG:400V - AG: 230V",7189.0,EUR,breeze24,2025-03-03,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,8.18,8.12,R32,"1,250 kg",40.0,65.0,40.0,65.0,-7.0,-10.0,65.0,1.38,1.42,7.0,49.0,7.0,0.0,182.0,142.0,4.63,,,7300.0,,3443.0,,2.12,,2
 TOSHIBA AIR CONDITIONING,ESTIA HWT-801/1101,HWT-801HW-E / HWT-1101XWHT9W-E,21.12.2021,"Toshiba Wärmepumpen Set ESTIA HWT-801HW-E + HWT-1101XWHT9W-E 8,0 kW Heizstab 9 kW IG:400V - AG: 230V",7379.0,EUR,breeze24,2025-03-03,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,8.18,8.12,R32,"1,250 kg",40.0,65.0,40.0,65.0,-7.0,-10.0,65.0,1.38,1.42,7.0,49.0,7.0,0.0,182.0,142.0,4.63,,,7300.0,,3443.0,,2.12,,2
 TOSHIBA AIR CONDITIONING,ESTIA HWT-801/1101 AIO s2,HWT-1101HW-E / HWT-1102S21MM3W-E,06.06.2023,HWT-1101HW-E + HWT-1102S21MM3W-E,8132.4,EUR,MANUALLY,2025-05-02,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,210.0,8.0,8.0,R32,"1,250 kg",44.0,65.0,44.0,65.0,-7.0,-10.0,65.0,1.2,1.3,7.0,49.0,7.0,0.0,182.0,142.0,4.65,,,7300.0,,3443.0,,2.12,,2
 TOSHIBA AIR CONDITIONING,ESTIA HWT-801/1101 AIO s2,HWT-1101HW-E / HWT-1102S21SM3W-E,06.06.2023,HWT-1101HW-E + HWT-1102S21SM3W-E,7540.8,EUR,MANUALLY,2025-05-02,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,210.0,8.0,8.0,R32,"1,250 kg",40.0,65.0,40.0,65.0,-7.0,-10.0,65.0,1.2,1.3,7.0,49.0,7.0,0.0,182.0,142.0,4.65,,,7300.0,,3443.0,,2.12,,2
 TOSHIBA AIR CONDITIONING,ESTIA HWT-801/1101 AIO s2,HWT-801HW-E / HWT-1102S21MM3W-E,06.06.2023,HWT-801HW-E + HWT-1102S21MM3W-E,7813.2,EUR,MANUALLY,2025-05-02,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,210.0,8.0,8.0,R32,"1,250 kg",45.0,65.0,45.0,65.0,-7.0,-10.0,65.0,1.2,1.3,7.0,49.0,7.0,0.0,182.0,142.0,4.63,,,7300.0,,3443.0,,2.12,,2
 TOSHIBA AIR CONDITIONING,ESTIA HWT-801/1101 AIO s2,HWT-801HW-E / HWT-1102S21SM3W-E,06.06.2023,HWT-801HW-E + HWT-1102S21SM3W-E,7220.4,EUR,MANUALLY,2025-05-02,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,210.0,8.0,8.0,R32,"1,250 kg",40.0,65.0,40.0,65.0,-7.0,-10.0,65.0,1.2,1.3,7.0,49.0,7.0,0.0,182.0,142.0,4.63,,,7300.0,,3443.0,,2.12,,2
 Vaillant GmbH,"VWL 125/6 A 230V, VWL 125/6 A",VWL 105/6 A,11.11.2022,Vaillant Luft/Wasser Wärmepumpe aroTHERM plus VWL 105/6 A S2 - 0010021120,6480.0,EUR,heima24,2025-04-10,Outdoor Air/Water,Regulated,1.0,monoblock,none,0.0,8.86,9.09,R290,"1,300 kg",,59.0,,59.0,-10.0,-10.0,55.0,0.0,0.0,14.0,51.0,51.0,0.0,198.0,143.0,5.04,,,8039.0,,3654.0,,2.2,,4
 Vaillant GmbH,"VWL 125/6 A 230V, VWL 125/6 A",VWL 105/6 A S2,11.11.2022,Vaillant Luft/Wasser Wärmepumpe aroTHERM plus VWL 105/6 A S2 - 0010021120,6480.0,EUR,heima24,2025-04-10,Outdoor Air/Water,Regulated,1.0,monoblock,none,0.0,8.86,9.09,R290,"1,300 kg",,59.0,,59.0,-10.0,-10.0,55.0,0.0,0.0,14.0,51.0,51.0,0.0,196.0,142.0,4.97,,,8039.0,,3654.0,,2.2,,4
 Vaillant GmbH,"VWL 125/6 A 230V, VWL 125/6 A",VWL 125/6 A,11.11.2022,Vaillant aroTHERM plus VWL 125/6 A S2,7572.0,EUR,idealo,2025-03-14,Outdoor Air/Water,Regulated,1.0,monoblock,none,0.0,12.73,11.81,R290,"1,300 kg",,58.0,,60.0,-7.0,-10.0,70.0,2.89,1.98,14.0,51.0,51.0,0.0,195.0,147.0,4.96,,,10450.0,,4976.0,,2.1,,3
 Vaillant GmbH,"VWL 125/6 A 230V, VWL 125/6 A",VWL 125/6 A S2,11.11.2022,Vaillant aroTHERM plus VWL 125/6 A S2,7572.0,EUR,idealo,2025-03-14,Outdoor Air/Water,Regulated,1.0,monoblock,none,0.0,12.73,11.81,R290,"1,300 kg",,59.0,,59.0,-7.0,-10.0,70.0,2.89,1.98,14.0,51.0,51.0,0.0,193.0,146.0,4.9,,,10450.0,,4976.0,,2.1,,3
 Vaillant GmbH,"VWL 35/8.2 AS 230V, VWL 55/8.2 AS 230V with Hydraulic Station",VWL 35/8.2 AS 230V + VWL 57/8.2 IS,11.12.2024,Vaillant air-to-water heat pump aroTHERM split plus VWL 35/8.2 AS & Vaillant hydraulic module 7KW VWL 57/8.2 IS,4379.49,EUR,vanwalraven (2741.77 EUR) & vanwalraven (1637.72 EUR),2025-04-02 & 2025-04-02,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,3.44,3.65,R32,"1,300 kg",42.0,48.0,42.0,48.0,-7.0,-10.0,60.0,0.42,0.9,14.0,13.0,14.0,0.0,188.0,129.0,4.79,4.69,6.94,3230.0,3880.0,1502.0,1194.0,2.15,3.25,4
 Vaillant GmbH,"VWL 35/8.2 AS 230V, VWL 55/8.2 AS 230V with Hydraulic Station",VWL 35/8.2 AS 230V + VWL 57/8.2 IS + VIH RW 300/3 BR,11.12.2024,Vaillant air-to-water heat pump aroTHERM split plus VWL 35/8.2 AS & Vaillant hydraulic module 7KW VWL 57/8.2 IS & Vaillant uniSTOR plus VIH RW 300/3 BR Wärmepumpenspeicher,7047.19,EUR,vanwalraven (2741.77 EUR) & vanwalraven (1637.72 EUR) & MANUALLY (2590.0 CHF),2025-04-02 & 2025-04-02 & 2025-03-13,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,281.0,3.44,3.65,R32,"1,300 kg",42.0,48.0,42.0,48.0,-7.0,-10.0,60.0,0.42,0.9,14.0,13.0,14.0,0.0,188.0,129.0,4.79,4.69,6.94,3230.0,3880.0,1502.0,1194.0,2.15,3.25,1
 Vaillant GmbH,"VWL 35/8.2 AS 230V, VWL 55/8.2 AS 230V with Hydraulic Station",VWL 35/8.2 AS 230V + VWL 57/8.2 IS S1,11.12.2024,Vaillant air-to-water heat pump aroTHERM split plus VWL 35/8.2 AS & Vaillant hydraulic module 7KW VWL 57/8.2 IS,4379.49,EUR,vanwalraven (2741.77 EUR) & vanwalraven (1637.72 EUR),2025-04-02 & 2025-04-02,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,3.44,3.65,R32,"1,300 kg",42.0,48.0,42.0,48.0,-7.0,-10.0,60.0,0.42,0.9,14.0,13.0,14.0,0.0,188.0,129.0,4.79,4.69,6.94,3230.0,3880.0,1502.0,1194.0,2.15,3.25,4
 Vaillant GmbH,"VWL 35/8.2 AS 230V, VWL 55/8.2 AS 230V with Hydraulic Station",VWL 35/8.2 AS 230V + VWL 57/8.2 IS S1 + VIH RW 300/3 BR,11.12.2024,Vaillant air-to-water heat pump aroTHERM split plus VWL 35/8.2 AS & Vaillant hydraulic module 7KW VWL 57/8.2 IS & Vaillant uniSTOR plus VIH RW 300/3 BR Wärmepumpenspeicher,7047.19,EUR,vanwalraven (2741.77 EUR) & vanwalraven (1637.72 EUR) & MANUALLY (2590.0 CHF),2025-04-02 & 2025-04-02 & 2025-03-13,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,281.0,3.44,3.65,R32,"1,300 kg",42.0,48.0,42.0,48.0,-7.0,-10.0,60.0,0.42,0.9,14.0,13.0,14.0,0.0,188.0,129.0,4.79,4.69,6.94,3230.0,3880.0,1502.0,1194.0,2.15,3.25,1
 Vaillant GmbH,"VWL 35/8.2 AS 230V, VWL 55/8.2 AS 230V with Hydraulic Station",VWL 35/8.2 AS 230V S2 + VWL 57/8.2 IS,11.12.2024,Vaillant air-to-water heat pump aroTHERM split plus VWL 35/8.2 AS & Vaillant hydraulic module 7KW VWL 57/8.2 IS,4379.49,EUR,vanwalraven (2741.77 EUR) & vanwalraven (1637.72 EUR),2025-04-02 & 2025-04-02,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,3.44,3.65,R32,"1,300 kg",42.0,48.0,42.0,48.0,-7.0,-10.0,60.0,0.42,0.9,14.0,13.0,14.0,0.0,182.0,127.0,4.63,,,3230.0,,1502.0,,2.15,,1
 Vaillant GmbH,"VWL 35/8.2 AS 230V, VWL 55/8.2 AS 230V with Hydraulic Station",VWL 35/8.2 AS 230V S2 + VWL 57/8.2 IS + VIH RW 300/3 BR,11.12.2024,Vaillant air-to-water heat pump aroTHERM split plus VWL 35/8.2 AS & Vaillant hydraulic module 7KW VWL 57/8.2 IS & Vaillant uniSTOR plus VIH RW 300/3 BR Wärmepumpenspeicher,7047.19,EUR,vanwalraven (2741.77 EUR) & vanwalraven (1637.72 EUR) & MANUALLY (2590.0 CHF),2025-04-02 & 2025-04-02 & 2025-03-13,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,281.0,3.44,3.65,R32,"1,300 kg",42.0,48.0,42.0,48.0,-7.0,-10.0,60.0,0.42,0.9,14.0,13.0,14.0,0.0,182.0,127.0,4.63,,,3230.0,,1502.0,,2.15,,1
 Vaillant GmbH,"VWL 35/8.2 AS 230V, VWL 55/8.2 AS 230V with Hydraulic Station",VWL 35/8.2 AS 230V S2 + VWL 57/8.2 IS S1,11.12.2024,Vaillant air-to-water heat pump aroTHERM split plus VWL 35/8.2 AS & Vaillant hydraulic module 7KW VWL 57/8.2 IS,4379.49,EUR,vanwalraven (2741.77 EUR) & vanwalraven (1637.72 EUR),2025-04-02 & 2025-04-02,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,3.44,3.65,R32,"1,300 kg",42.0,48.0,42.0,48.0,-7.0,-10.0,60.0,0.42,0.9,14.0,13.0,14.0,0.0,182.0,127.0,4.63,,,3230.0,,1502.0,,2.15,,1
 Vaillant GmbH,"VWL 35/8.2 AS 230V, VWL 55/8.2 AS 230V with Hydraulic Station",VWL 35/8.2 AS 230V S2 + VWL 57/8.2 IS S1 + VIH RW 300/3 BR,11.12.2024,Vaillant air-to-water heat pump aroTHERM split plus VWL 35/8.2 AS & Vaillant hydraulic module 7KW VWL 57/8.2 IS & Vaillant uniSTOR plus VIH RW 300/3 BR Wärmepumpenspeicher,7047.19,EUR,vanwalraven (2741.77 EUR) & vanwalraven (1637.72 EUR) & MANUALLY (2590.0 CHF),2025-04-02 & 2025-04-02 & 2025-03-13,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,281.0,3.44,3.65,R32,"1,300 kg",42.0,48.0,42.0,48.0,-7.0,-10.0,60.0,0.42,0.9,14.0,13.0,14.0,0.0,182.0,127.0,4.63,,,3230.0,,1502.0,,2.15,,1
 Vaillant GmbH,"VWL 35/8.2 AS 230V, VWL 55/8.2 AS 230V with Hydraulic Station",VWL 55/8.2 AS 230V + VWL 57/8.2 IS,11.12.2024,Vaillant air-to-water heat pump aroTHERM split plus VWL 55/8.2 AS & Vaillant hydraulic module 7KW VWL 57/8.2 IS,4495.34,EUR,vanwalraven (2857.62 EUR) & vanwalraven (1637.72 EUR),2025-04-02 & 2025-04-02,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,4.72,4.35,R32,"1,300 kg",42.0,48.0,42.0,48.0,-7.0,-10.0,60.0,0.66,1.02,14.0,13.0,14.0,0.0,192.0,129.0,4.87,4.69,6.94,3850.0,3880.0,1833.0,1194.0,2.1,3.25,4
 Vaillant GmbH,"VWL 35/8.2 AS 230V, VWL 55/8.2 AS 230V with Hydraulic Station",VWL 55/8.2 AS 230V + VWL 57/8.2 IS + VIH RW 300/3 BR,11.12.2024,Vaillant air-to-water heat pump aroTHERM split plus VWL 55/8.2 AS & Vaillant hydraulic module 7KW VWL 57/8.2 IS & Vaillant uniSTOR plus VIH RW 300/3 BR Wärmepumpenspeicher,7163.04,EUR,vanwalraven (2857.62 EUR) & vanwalraven (1637.72 EUR) & MANUALLY (2590.0 CHF),2025-04-02 & 2025-04-02 & 2025-03-13,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,281.0,4.72,4.35,R32,"1,300 kg",42.0,48.0,42.0,48.0,-7.0,-10.0,60.0,0.66,1.02,14.0,13.0,14.0,0.0,192.0,129.0,4.87,4.69,6.94,3850.0,3880.0,1833.0,1194.0,2.1,3.25,4
 Vaillant GmbH,"VWL 35/8.2 AS 230V, VWL 55/8.2 AS 230V with Hydraulic Station",VWL 55/8.2 AS 230V + VWL 57/8.2 IS S1,11.12.2024,Vaillant air-to-water heat pump aroTHERM split plus VWL 55/8.2 AS & Vaillant hydraulic module 7KW VWL 57/8.2 IS,4495.34,EUR,vanwalraven (2857.62 EUR) & vanwalraven (1637.72 EUR),2025-04-02 & 2025-04-02,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,4.72,4.35,R32,"1,300 kg",42.0,48.0,42.0,48.0,-7.0,-10.0,60.0,0.66,1.02,14.0,13.0,14.0,0.0,192.0,129.0,4.87,4.69,6.94,3850.0,3880.0,1833.0,1194.0,2.1,3.25,4
 Vaillant GmbH,"VWL 35/8.2 AS 230V, VWL 55/8.2 AS 230V with Hydraulic Station",VWL 55/8.2 AS 230V + VWL 57/8.2 IS S1 + VIH RW 300/3 BR,11.12.2024,Vaillant air-to-water heat pump aroTHERM split plus VWL 55/8.2 AS & Vaillant hydraulic module 7KW VWL 57/8.2 IS & Vaillant uniSTOR plus VIH RW 300/3 BR Wärmepumpenspeicher,7163.04,EUR,vanwalraven (2857.62 EUR) & vanwalraven (1637.72 EUR) & MANUALLY (2590.0 CHF),2025-04-02 & 2025-04-02 & 2025-03-13,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,281.0,4.72,4.35,R32,"1,300 kg",42.0,48.0,42.0,48.0,-7.0,-10.0,60.0,0.66,1.02,14.0,13.0,14.0,0.0,192.0,129.0,4.87,4.69,6.94,3850.0,3880.0,1833.0,1194.0,2.1,3.25,4
 Vaillant GmbH,"VWL 35/8.2 AS 230V, VWL 55/8.2 AS 230V with Hydraulic Station",VWL 55/8.2 AS 230V S2 + VWL 57/8.2 IS,11.12.2024,Vaillant air-to-water heat pump aroTHERM split plus VWL 55/8.2 AS & Vaillant hydraulic module 7KW VWL 57/8.2 IS,4495.34,EUR,vanwalraven (2857.62 EUR) & vanwalraven (1637.72 EUR),2025-04-02 & 2025-04-02,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,4.72,4.35,R32,"1,300 kg",42.0,48.0,42.0,48.0,-7.0,-10.0,60.0,0.66,1.02,14.0,13.0,14.0,0.0,187.0,126.0,4.75,,,3850.0,,1833.0,,2.1,,4
 Vaillant GmbH,"VWL 35/8.2 AS 230V, VWL 55/8.2 AS 230V with Hydraulic Station",VWL 55/8.2 AS 230V S2 + VWL 57/8.2 IS + VIH RW 300/3 BR,11.12.2024,Vaillant air-to-water heat pump aroTHERM split plus VWL 55/8.2 AS & Vaillant hydraulic module 7KW VWL 57/8.2 IS & Vaillant uniSTOR plus VIH RW 300/3 BR Wärmepumpenspeicher,7163.04,EUR,vanwalraven (2857.62 EUR) & vanwalraven (1637.72 EUR) & MANUALLY (2590.0 CHF),2025-04-02 & 2025-04-02 & 2025-03-13,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,281.0,4.72,4.35,R32,"1,300 kg",42.0,48.0,42.0,48.0,-7.0,-10.0,60.0,0.66,1.02,14.0,13.0,14.0,0.0,187.0,126.0,4.75,,,3850.0,,1833.0,,2.1,,1
 Vaillant GmbH,"VWL 35/8.2 AS 230V, VWL 55/8.2 AS 230V with Hydraulic Station",VWL 55/8.2 AS 230V S2 + VWL 57/8.2 IS S1,11.12.2024,Vaillant air-to-water heat pump aroTHERM split plus VWL 55/8.2 AS & Vaillant hydraulic module 7KW VWL 57/8.2 IS,4495.34,EUR,vanwalraven (2857.62 EUR) & vanwalraven (1637.72 EUR),2025-04-02 & 2025-04-02,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,4.72,4.35,R32,"1,300 kg",42.0,48.0,42.0,48.0,-7.0,-10.0,60.0,0.66,1.02,14.0,13.0,14.0,0.0,187.0,126.0,4.75,,,3850.0,,1833.0,,2.1,,4
 Vaillant GmbH,"VWL 35/8.2 AS 230V, VWL 55/8.2 AS 230V with Hydraulic Station",VWL 55/8.2 AS 230V S2 + VWL 57/8.2 IS S1 + VIH RW 300/3 BR,11.12.2024,Vaillant air-to-water heat pump aroTHERM split plus VWL 55/8.2 AS & Vaillant hydraulic module 7KW VWL 57/8.2 IS & Vaillant uniSTOR plus VIH RW 300/3 BR Wärmepumpenspeicher,7163.04,EUR,vanwalraven (2857.62 EUR) & vanwalraven (1637.72 EUR) & MANUALLY (2590.0 CHF),2025-04-02 & 2025-04-02 & 2025-03-13,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,281.0,4.72,4.35,R32,"1,300 kg",42.0,48.0,42.0,48.0,-7.0,-10.0,60.0,0.66,1.02,14.0,13.0,14.0,0.0,187.0,126.0,4.75,,,3850.0,,1833.0,,2.1,,1
 Vaillant GmbH,VWL 55/6 A 230V,VWL 35/6 A 230V,11.11.2022,Vaillant aroTHERM plus VWL 35/6 A 230V S2 (0010021116),3655.0,EUR,idealo,2025-03-14,Outdoor Air/Water,Regulated,1.0,monoblock,none,0.0,4.19,4.18,R290,"0,600 kg",,51.0,,54.0,-7.0,-10.0,55.0,0.85,0.87,8.0,17.0,17.0,0.0,177.0,124.0,4.5,,,3690.0,,1774.0,,2.08,,4
 Vaillant GmbH,VWL 55/6 A 230V,VWL 35/6 A 230V S2,11.11.2022,Vaillant aroTHERM plus VWL 35/6 A 230V S2 (0010021116),3655.0,EUR,idealo,2025-03-14,Outdoor Air/Water,Regulated,1.0,monoblock,none,0.0,4.19,4.18,R290,"0,600 kg",,51.0,,54.0,-7.0,-10.0,55.0,0.85,0.87,8.0,17.0,17.0,0.0,174.0,123.0,4.43,,,3690.0,,1774.0,,2.08,,4
 Vaillant GmbH,VWL 55/6 A 230V,VWL 55/6 A 230V,11.11.2022,Vaillant aroTHERM plus VWL 55/6 A 230V S2 (0010021117),4289.0,EUR,idealo,2025-03-14,Outdoor Air/Water,Regulated,1.0,monoblock,none,0.0,4.81,4.88,R290,"0,600 kg",,51.0,,54.0,-7.0,-10.0,70.0,0.68,0.0,8.0,17.0,17.0,0.0,183.0,130.0,4.66,,,4320.0,,2047.0,,2.11,,4
 Vaillant GmbH,VWL 55/6 A 230V,VWL 55/6 A 230V S2,11.11.2022,Vaillant aroTHERM plus VWL 55/6 A 230V S2 (0010021117),4289.0,EUR,idealo,2025-03-14,Outdoor Air/Water,Regulated,1.0,monoblock,none,0.0,4.81,4.88,R290,"0,600 kg",,51.0,,54.0,-7.0,-10.0,70.0,0.69,0.0,8.0,17.0,17.0,0.0,181.0,129.0,4.59,,,4320.0,,2047.0,,2.11,,4
 Vaillant GmbH,VWL 75/8.2 AS 230V with Hydraulic station,VWL 75/8.2 AS 230V + VWL 77/8.2 IS,11.12.2024,Vaillant air-to-water heat pump aroTHERM split plus VWL 75/8.2 AS & Vaillant hydraulic module 7KW VWL 77/8.2 IS,4894.43,EUR,vanwalraven (3180.37 EUR) & vanwalraven (1714.06 EUR),2025-04-02 & 2025-04-02,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,6.61,5.67,R32,"1,500 kg",42.0,48.0,42.0,48.0,-7.0,-10.0,60.0,0.83,0.94,13.0,5.0,13.0,0.0,203.0,142.0,5.15,5.05,7.02,5010.0,6090.0,2207.0,2057.0,2.27,2.96,4
 Vaillant GmbH,VWL 75/8.2 AS 230V with Hydraulic station,VWL 75/8.2 AS 230V + VWL 77/8.2 IS + VIH RW 300/3 BR,11.12.2024,Vaillant air-to-water heat pump aroTHERM split plus VWL 75/8.2 AS & Vaillant hydraulic module 7KW VWL 77/8.2 IS & Vaillant uniSTOR plus VIH RW 300/3 BR Wärmepumpenspeicher,7562.13,EUR,vanwalraven (3180.37 EUR) & vanwalraven (1714.06 EUR) & MANUALLY (2590.0 CHF),2025-04-02 & 2025-04-02 & 2025-03-13,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,281.0,6.61,5.67,R32,"1,500 kg",42.0,48.0,42.0,48.0,-7.0,-10.0,60.0,0.83,0.94,13.0,5.0,13.0,0.0,203.0,142.0,5.15,5.05,7.02,5010.0,6090.0,2207.0,2057.0,2.27,2.96,4
 Vaillant GmbH,VWL 75/8.2 AS 230V with Hydraulic station,VWL 75/8.2 AS 230V + VWL 77/8.2 IS S1,11.12.2024,Vaillant air-to-water heat pump aroTHERM split plus VWL 75/8.2 AS & Vaillant hydraulic module 7KW VWL 77/8.2 IS,4894.43,EUR,vanwalraven (3180.37 EUR) & vanwalraven (1714.06 EUR),2025-04-02 & 2025-04-02,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,6.61,5.67,R32,"1,500 kg",42.0,48.0,42.0,48.0,-7.0,-10.0,60.0,0.83,0.94,13.0,5.0,13.0,0.0,203.0,142.0,5.15,5.05,7.02,5010.0,6090.0,2207.0,2057.0,2.27,2.96,4
 Vaillant GmbH,VWL 75/8.2 AS 230V with Hydraulic station,VWL 75/8.2 AS 230V + VWL 77/8.2 IS S1 + VIH RW 300/3 BR,11.12.2024,Vaillant air-to-water heat pump aroTHERM split plus VWL 75/8.2 AS & Vaillant hydraulic module 7KW VWL 77/8.2 IS & Vaillant uniSTOR plus VIH RW 300/3 BR Wärmepumpenspeicher,7562.13,EUR,vanwalraven (3180.37 EUR) & vanwalraven (1714.06 EUR) & MANUALLY (2590.0 CHF),2025-04-02 & 2025-04-02 & 2025-03-13,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,281.0,6.61,5.67,R32,"1,500 kg",42.0,48.0,42.0,48.0,-7.0,-10.0,60.0,0.83,0.94,13.0,5.0,13.0,0.0,203.0,142.0,5.15,5.05,7.02,5010.0,6090.0,2207.0,2057.0,2.27,2.96,4
